Date,Adj Close,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,EMA_50,RSI_14,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Daily_Return,Volatility_20,Price_Change,High_Low_Spread,Volume_Change,Score,Confidence,Signal
2024-07-11,509.28131103515625,512.7000122070312,535.4600219726562,508.3699951171875,530.8900146484375,16458300,,,512.7000122070312,512.7000122070312,,512.7000122070312,512.7000122070312,0.0,0.0,0.0,,,,,,,27.09002685546875,,-7,58.33,SELL
2024-07-12,495.54345703125,498.8699951171875,508.0899963378906,494.2300109863281,497.760009765625,19750500,,,511.3828677222842,512.1576585956649,,510.5723172701322,511.6755664966725,-1.1032492265402425,-0.2206498453080485,-0.882599381232194,,,,-0.026974871777961,,-13.83001708984375,13.8599853515625,0.2000328101930333,-8,66.67,STRONG SELL
2024-07-15,492.8515930175781,496.1600036621094,506.6799926757813,493.3699951171875,498.6300048828125,12539200,,,509.9330711451248,511.5302995786627,,508.35503825351327,510.52626554596407,-2.1712272924507943,-0.6107653347365978,-1.5604619577141965,,,,-0.0054322598705129,,-2.709991455078125,13.309997558593809,-0.3651198703830283,-8,66.67,STRONG SELL
2024-07-16,486.5240478515625,489.7900085449219,503.9500122070313,485.7900085449219,501.5,14075800,,,508.0146842308197,510.677739145967,,505.4988798368069,508.99024650884985,-3.4913666720429437,-1.1868856021978669,-2.3044810698450764,,,,-0.0128385905155014,,-6.3699951171875,18.160003662109432,0.1225437029475564,-8,66.67,STRONG SELL
2024-07-17,458.9093933105469,461.989990234375,479.1700134277344,459.1199951171875,479.1700134277344,28076600,,,503.6313800406821,508.7684156592379,,498.8052045133558,505.5087460440739,-6.703541530718098,-2.290216787901913,-4.413324742816185,,,,-0.0567590555657427,,-27.800018310546875,20.050018310546875,0.9946717060486794,-8,66.67,STRONG SELL
2024-07-18,472.677001953125,475.8500061035156,479.239990234375,464.5400085449219,475.0,19267200,,,500.98553490380914,507.4774976374449,,495.2736355272265,503.3118023447733,-8.038166817546767,-3.4398067938308845,-4.598360023715882,,,,0.0300006843483973,,13.860015869140623,14.699981689453123,-0.3137630624790751,-6,50.0,SELL
2024-07-19,473.6107482910156,476.7900085449219,486.7099914550781,475.7099914550781,476.05999755859375,15149400,,,498.6811990601056,506.2740666926401,,492.430000606872,501.3472250262658,-8.91722441939379,-4.535290318943465,-4.381934100450325,,,,0.0019754175251638,,0.94000244140625,11.0,-0.2137207274539113,-6,50.0,SELL
2024-07-22,484.1499938964844,487.3999938964844,492.05999755859375,483.8999938964844,486.5799865722656,12023100,,,497.6067985683322,505.5339069751438,,491.6561534206585,500.3140967944301,-8.657943373771616,-5.359820929909096,-3.2981224438625203,,,,0.0222529523719305,,10.6099853515625,8.160003662109375,-0.2063646084993464,-6,50.0,SELL
2024-07-23,485.431396484375,488.6900024414063,495.2200012207031,487.7200012207031,489.8399963378906,9455500,,,496.75757988957736,504.873361699311,,491.1998225007736,499.4530527682802,-8.253230267506638,-5.938502797428605,-2.314727470078033,,,,0.0026467143230943,,1.2900085449219318,7.5,-0.2135555721902005,-6,50.0,SELL
2024-07-24,458.1942138671875,461.2699890136719,476.2999877929688,460.5799865722656,472.30999755859375,17649700,,,493.3778093299673,503.1634255155604,,486.5952327335272,496.6246776753462,-10.029444941819063,-6.756691226306698,-3.2727537155123674,,,,-0.0561092170716589,,-27.420013427734432,15.720001220703182,0.8666067368198402,-8,66.67,STRONG SELL
2024-07-25,450.3865966796875,453.4100036621094,463.5499877929688,442.6499938964844,463.260009765625,18240500,,,489.57135164731415,501.21231093307216,,481.48981287638594,493.4235907114028,-11.933777835016826,-7.7921085480487235,-4.141669286968103,,,,-0.0170398801976461,,-7.8599853515625,20.899993896484432,0.0334736567760358,-8,66.67,STRONG SELL
2024-07-26,462.5946960449219,465.7000122070313,469.7699890136719,459.4200134277344,464.2000122070313,14222400,,,487.2978907482397,499.8196717673451,,479.06061277340825,491.3699923036716,-12.3093795302633,-8.695562744491639,-3.613816785771661,,,,0.0271057286907165,,12.290008544921932,10.3499755859375,-0.220284531674022,-6,50.0,SELL
2024-07-29,462.6046752929688,465.7099914550781,473.9599914550781,465.0199890136719,469.8800048828125,11339600,,,485.24190033936713,498.4820372452954,,477.0066710321267,489.469251500072,-12.462580467945315,-9.448966289182374,-3.013614178762941,,,,2.1428489983321697e-05,,0.0099792480468181,8.94000244140625,-0.2026943413207335,-6,50.0,SELL
2024-07-30,460.1014099121094,463.1900024414063,472.7300109863281,456.7000122070313,467.0,11390400,,,483.1417195871804,497.09803588043707,,474.8810297104774,487.52264045868935,-12.641610748211974,-10.087495180988295,-2.554115567223679,,,,-0.0054110692489081,,-2.519989013671818,16.029998779296818,0.0044798758333626,-8,66.67,STRONG SELL
2024-07-31,471.6637878417969,474.8299865722656,476.5,466.75,471.0199890136719,24285800,,,482.3501259667123,496.2247790448225,36.392372513168176,474.8731769199832,486.5824438745098,-11.709266954526584,-10.411849535695954,-1.29741741883063,,,,0.025130041817627,,11.639984130859318,9.75,1.1321288102261553,-5,41.67,SELL
2024-08-01,494.4210510253906,497.739990234375,527.1699829101562,492.1000061035156,521.0,43083100,,,483.8158273255373,496.2841990914717,49.61883389607181,478.3911481991205,487.40892879005537,-9.017780590934931,-10.13303574674375,1.1152551558088175,,,,0.0482488560326479,,22.91000366210937,35.069976806640625,0.7740037388103336,0,0.0,HOLD
2024-08-02,484.885009765625,488.1400146484375,501.1499938964844,476.1499938964844,489.0,24044700,,,484.227654689623,495.964819309392,47.41490754127852,479.8909738067077,487.4630832980837,-7.572109491376011,-9.620850495670204,2.048741004294192,,,,-0.0192871293733443,,-9.5999755859375,25.0,-0.4418994919121418,-2,16.67,HOLD
2024-08-05,472.5578002929688,475.7300109863281,483.4800109863281,450.7999877929688,451.3500061035156,21396200,,,483.4183552893092,495.17129741436986,45.63787543387573,479.2508256804954,486.5939668305463,-7.343141150050826,-9.165308626546327,1.8221674764955007,,,,-0.0254230411146424,,-12.410003662109377,32.68002319335932,-0.1101490141278535,-2,16.67,HOLD
2024-08-06,490.7953796386719,494.0899963378906,502.55999755859375,478.6499938964844,479.0,20955000,,,484.4347020558408,495.1288934505864,60.57870378285765,481.5337750124024,487.1492282755348,-5.615453263132395,-8.455337553863542,2.8398842907311472,,,,0.0385932880574357,,18.3599853515625,23.91000366210937,-0.0206204840111795,-1,8.33,HOLD
2024-08-07,485.6598815917969,488.9200134277344,510.1499938964844,486.8599853515625,503.1300048828125,20105300,480.8485015869141,,484.86187456744966,494.8854079594942,54.56897706838178,482.6701193839919,487.2803975460681,-4.610278162076213,-7.686325675506076,3.076047513429863,480.8485015869141,512.3152967923762,449.3817063814518,-0.010463646194975,,-5.16998291015625,23.290008544921875,-0.040548795036984,-2,16.67,HOLD
2024-08-08,506.2317810058594,509.6300048828125,509.9599914550781,494.7200012207031,497.5,16156800,480.6950012207032,,487.22074412129376,495.4636274466832,60.08600038953052,486.81779407611816,488.9359240154566,-2.1181299393384165,-6.572686528272544,4.454556588934127,480.6950012207032,511.5312108257377,449.8587916156686,0.04235864944428,0.0300201348501856,20.709991455078125,15.239990234375,-0.1963910013777461,-2,16.67,HOLD
2024-08-09,514.3175048828125,517.77001953125,518.3400268554688,505.7000122070313,507.7099914550781,13696600,481.64000244140624,,490.130198922242,496.3383879205878,59.471103268159474,491.5796749153692,491.0717829425524,0.5078919728167648,-5.156570828054683,5.664462800871448,481.64000244140624,515.8006359612751,447.4793689215373,0.0159724007033479,0.0295109855372486,8.1400146484375,12.640014648437443,-0.1522702515349574,0,0.0,HOLD
2024-08-12,512.5096435546875,515.9500122070312,518.02001953125,509.1000061035156,516.8599853515625,9767400,482.6295028686524,,492.58922875888857,497.1074712259385,58.47321353701666,495.32895757562494,492.9146147399212,2.414342835703735,-3.6423880953029992,6.056730931006735,482.6295028686524,519.5925606839813,445.66644505332346,-0.0035150882738758,0.0294877302458449,-1.82000732421875,8.920013427734375,-0.2868741147438051,-1,8.33,HOLD
